"321210432948410	","BO2020070146958325410205	","CAE_POINT_607202318956681804_2_0	",,01/07/2020 09:07,0,-12.1,2025752.75,*******,转账,代扣返点积分607202318956681804,0030001|软件服务费-****返点积分,账房,"607202318956681804	",M{607202318956681804}
"321211242594410	","BO2020070146798995410205	","HJCOM==3200060031==2748632355820251==607202318956681804	",,01/07/2020 09:07,0,-8.8,2025743.95,*******,转账,****佣金（类目）{607202318956681804}扣款,0030003|软件服务费-****佣金,账房,"607202318956681804	",M{607202318956681804}|S{607202318959681804}
"321210928952410	","BO2020070146979096410205	","HJCOM==3200060031==2748632356000251==607202318956681804	",,01/07/2020 09:07,0,-72.8,2025671.15,*******,转账,****佣金（类目）{607202318956681804}扣款,0030003|软件服务费-****佣金,账房,"607202318956681804	",M{607202318956681804}|S{607202318957681804}
"321211037949410	","BO2020070146812074410205	","HJCOM==3200060031==2748632356140251==607202318956681804	",,01/07/2020 09:07,0,-15.2,2025655.95,*******,转账,****佣金（类目）{607202318956681804}扣款,0030003|软件服务费-****佣金,账房,"607202318956681804	",M{607202318956681804}|S{607202318958681804}
"322252399435031	","2020062822001149030559140577	","T200P606781613973437403	",【积分兑换】********************精萃水(滋润型)30ml,01/07/2020 09:07,9.91,0,2025665.86,*******,在线支付,*****交易号[2020062822001149030559140577],0010001|交易收款-交易收款,商家中心,"606781613973437403	",M{606781613973437403}
"322252303562030	","2020062822001149030559140577	","T200P606781613973437403	",【积分兑换】********************精萃水(滋润型)30ml,01/07/2020 09:07,0,-0.08,2025665.78,*******,收费,*****支付服务费[2020062822001149030559140577];*****交易号[T200P606781613973437403],0030038|软件服务费-*******服务费,*****商家中心,"606781613973437403	",M{606781613973437403}
"321502353950141	","2020062022001125141409854528	","T200P1077384225519751582	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1170,0,2026835.78,*******,交易付款,*****分期交易号[2020062022001125141409854528],0010001|交易收款-交易收款,商家中心,"1077384225519751582	",M{1077384225519751582}
"321501487010140	","2020062022001125141409854528	","T200P1077384225519751582	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-52.65,2026783.13,*******,收费,*****分期服务费[2020062022001125141409854528],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077384225519751582	",M{1077384225519751582}
"321817940817281	","2020062022001167281416599484	","T200P606230606763964603	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2027863.13,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"606230606763964603	",M{606230606763964603}
"321211536223410	","BO2020070146854304410205	","CAE_POINT_1077384225519751582_2_0	",,01/07/2020 09:08,0,-5.85,2027857.28,*******,转账,代扣返点积分1077384225519751582,0030001|软件服务费-****返点积分,账房,"1077384225519751582	",M{1077384225519751582}
"321211524145410	","BO2020070146916378410205	","HJCOM==3200060031==2748625395200251==1077384225519751582	",,01/07/2020 09:08,0,-46.8,2027810.48,*******,转账,****佣金（类目）{1077384225519751582}扣款,0030003|软件服务费-****佣金,账房,"1077384225519751582	",M{1077384225519751582}|S{1077384225519751582}
"321818009843280	","2020062022001167281416599484	","T200P606230606763964603	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.64,2027801.84,*******,收费,信用卡支付服务费[2020062022001167281416599484];*****交易号[T200P606230606763964603],0030038|软件服务费-*******服务费,*****商家中心,"606230606763964603	",M{606230606763964603}
"321210414822410	","BO2020070146813712410205	","CAE_POINT_606230606763964603_2_0	",,01/07/2020 09:08,0,-5.4,2027796.44,*******,转账,代扣返点积分606230606763964603,0030001|软件服务费-****返点积分,账房,"606230606763964603	",M{606230606763964603}
"321783099880721	","2020062022001142721420561168	","T200P1077406594651785546	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2028876.44,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077406594651785546	",M{1077406594651785546}
"322635364060851	","2020062022001138851445999496	","T200P1076868544743138623	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2030056.44,*******,交易付款,*****分期交易号[2020062022001138851445999496],0010001|交易收款-交易收款,商家中心,"1076868544743138623	",M{1076868544743138623}
"320963668767991	","2020062022001118991415096265	","T200P1077375842607484992	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2031136.44,*******,交易付款,*****交易号[2020062022001118991415096265],0010001|交易收款-交易收款,商家中心,"1077375842607484992	",M{1077375842607484992}
"321210803638410	","BO2020070146668285410205	","HJCOM==3200060031==2748638827090251==606230606763964603	",,01/07/2020 09:08,0,-43.2,2031093.24,*******,转账,****佣金（类目）{606230606763964603}扣款,0030003|软件服务费-****佣金,账房,"606230606763964603	",M{606230606763964603}|S{606230606763964603}
"321210714384410	","BO2020070146993384410205	","CAE_POINT_1075829026113948709_2_0	",,01/07/2020 09:08,0,-5.9,2031087.34,*******,转账,代扣返点积分1075829026113948709,0030001|软件服务费-****返点积分,账房,"1075829026113948709	",M{1075829026113948709}
"322634923006850	","2020062022001138851445999496	","T200P1076868544743138623	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-45.16,2031042.18,*******,收费,*****分期服务费[2020062022001138851445999496],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1076868544743138623	",M{1076868544743138623}
"321210851902410	","BO2020070146911375410205	","HJCOM==3200060031==2748625395450251==1075829026113948709	",,01/07/2020 09:08,0,-47.2,2030994.98,*******,转账,****佣金（类目）{1075829026113948709}扣款,0030003|软件服务费-****佣金,账房,"1075829026113948709	",M{1075829026113948709}|S{1075829026113948709}
"321211426560410	","BO2020070146815403410205	","CAE_POINT_1077406594651785546_2_0	",,01/07/2020 09:08,0,-5.4,2030989.58,*******,转账,代扣返点积分1077406594651785546,0030001|软件服务费-****返点积分,账房,"1077406594651785546	",M{1077406594651785546}
"320964366692990	","2020062022001118991415096265	","T200P1077375842607484992	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.64,2030980.94,*******,收费,*****支付服务费[2020062022001118991415096265];*****交易号[T200P1077375842607484992],0030038|软件服务费-*******服务费,*****商家中心,"1077375842607484992	",M{1077375842607484992}
"321211878886410	","BO2020070146752336410205	","CAE_POINT_1076868544743138623_2_0	",,01/07/2020 09:08,0,-5.9,2030975.04,*******,转账,代扣返点积分1076868544743138623,0030001|软件服务费-****返点积分,账房,"1076868544743138623	",M{1076868544743138623}
"321211414694410	","BO2020070146961215410205	","CAE_POINT_1077375842607484992_2_0	",,01/07/2020 09:08,0,-5.4,2030969.64,*******,转账,代扣返点积分1077375842607484992,0030001|软件服务费-****返点积分,账房,"1077375842607484992	",M{1077375842607484992}
"321209458774410	","BO2020070146800965410205	","HJCOM==3200060031==2748632659890251==1077406594651785546	",,01/07/2020 09:08,0,-43.2,2030926.44,*******,转账,****佣金（类目）{1077406594651785546}扣款,0030003|软件服务费-****佣金,账房,"1077406594651785546	",M{1077406594651785546}|S{1077406594651785546}
"321210485727410	","BO2020070146882588410205	","HJCOM==3200060031==2748640516560251==1077375842607484992	",,01/07/2020 09:08,0,-43.2,2030883.24,*******,转账,****佣金（类目）{1077375842607484992}扣款,0030003|软件服务费-****佣金,账房,"1077375842607484992	",M{1077375842607484992}|S{1077375842607484992}
"322319911105200	","2020062022001141201451453822	","T200P1077096931498952028	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-53.1,2030830.14,*******,收费,*****分期服务费[2020062022001141201451453822],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077096931498952028	",M{1077096931498952028}
"321211280603410	","BO2020070146976453410205	","HJCOM==3200060031==2748640120850251==1076868544743138623	",,01/07/2020 09:08,0,-47.2,2030782.94,*******,转账,****佣金（类目）{1076868544743138623}扣款,0030003|软件服务费-****佣金,账房,"1076868544743138623	",M{1076868544743138623}|S{1076868544743138623}
"321210729319410	","BO2020070146721560410205	","CAE_POINT_1077096931498952028_2_0	",,01/07/2020 09:08,0,-5.9,2030777.04,*******,转账,代扣返点积分1077096931498952028,0030001|软件服务费-****返点积分,账房,"1077096931498952028	",M{1077096931498952028}
"321211515752410	","BO2020070146836447410205	","HJCOM==3200060031==2748626392550251==1077096931498952028	",,01/07/2020 09:08,0,-47.2,2030729.84,*******,转账,****佣金（类目）{1077096931498952028}扣款,0030003|软件服务费-****佣金,账房,"1077096931498952028	",M{1077096931498952028}|S{1077096931498952028}
"321782795290721	","2020062022001142721420553583	","T200P1077625091690785546	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2031809.84,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077625091690785546	",M{1077625091690785546}
"321210258625410	","BO2020070146923158410205	","CAE_POINT_1077625091690785546_2_0	",,01/07/2020 09:08,0,-5.4,2031804.44,*******,转账,代扣返点积分1077625091690785546,0030001|软件服务费-****返点积分,账房,"1077625091690785546	",M{1077625091690785546}
"321211753244410	","BO2020070146769595410205	","HJCOM==3200060031==2748632660530251==1077625091690785546	",,01/07/2020 09:08,0,-43.2,2031761.24,*******,转账,****佣金（类目）{1077625091690785546}扣款,0030003|软件服务费-****佣金,账房,"1077625091690785546	",M{1077625091690785546}|S{1077625091690785546}
"321935698333441	","2020062022001140441412386746	","T200P1078141507457846478	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2032941.24,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1078141507457846478	",M{1078141507457846478}
"322913662363681	","2020062022001175681415888632	","T200P1077517634597340468	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2034121.24,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077517634597340468	",M{1077517634597340468}
"334965106307291	","2020062022001140291421984615	","T200P1077946273450501074	",【*****】*****/**********面部精华 ****************精华露 傲娇修护 维稳,01/07/2020 09:08,1180,0,2035301.24,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077946273450501074	",M{1077946273450501074}
"321936593497441	","2020062022001114441412174069	","T200P1077628833557183147	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2036381.24,*******,在线支付,*****交易号[2020062022001114441412174069],0010001|交易收款-交易收款,商家中心,"1077628833557183147	",M{1077628833557183147}
"321210240488410	","BO2020070146787839410205	","CAE_POINT_1078141507457846478_2_0	",,01/07/2020 09:08,0,-5.9,2036375.34,*******,转账,代扣返点积分1078141507457846478,0030001|软件服务费-****返点积分,账房,"1078141507457846478	",M{1078141507457846478}
"322911566742680	","2020062022001175681415888632	","T200P1077517634597340468	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-9.44,2036365.9,*******,收费,信用卡支付服务费[2020062022001175681415888632];*****交易号[T200P1077517634597340468],0030038|软件服务费-*******服务费,*****商家中心,"1077517634597340468	",M{1077517634597340468}
"322579185310321	","2020062022001129321416693558	","T200P1077540033162328924	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2037545.9,*******,交易付款,*****分期交易号[2020062022001129321416693558],0010001|交易收款-交易收款,商家中心,"1077540033162328924	",M{1077540033162328924}
"321211753258410	","BO2020070146816602410205	","CAE_POINT_1077517634597340468_2_0	",,01/07/2020 09:08,0,-5.9,2037540,*******,转账,代扣返点积分1077517634597340468,0030001|软件服务费-****返点积分,账房,"1077517634597340468	",M{1077517634597340468}
"321540039615671	","2020062022001122671421597087	","T200P1078208003689662651	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2038720,*******,交易付款,*****交易号[2020062022001122671421597087],0010001|交易收款-交易收款,商家中心,"1078208003689662651	",M{1078208003689662651}
"321211189799410	","BO2020070146696285410205	","HJCOM==3200060031==2748628880840251==1078141507457846478	",,01/07/2020 09:08,0,-47.2,2038672.8,*******,转账,****佣金（类目）{1078141507457846478}扣款,0030003|软件服务费-****佣金,账房,"1078141507457846478	",M{1078141507457846478}|S{1078141507457846478}
"321209395003410	","BO2020070146877952410205	","CAE_POINT_1077946273450501074_2_0	",,01/07/2020 09:08,0,-5.9,2038666.9,*******,转账,代扣返点积分1077946273450501074,0030001|软件服务费-****返点积分,账房,"1077946273450501074	",M{1077946273450501074}
"321501015467140	","2020062022001154141415987478	","T200P1078169570720595933	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-53.1,2038613.8,*******,收费,*****分期服务费[2020062022001154141415987478],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1078169570720595933	",M{1078169570720595933}
"321210527056410	","BO2020070146946702410205	","HJCOM==3200060031==2748624699580251==1077517634597340468	",,01/07/2020 09:08,0,-47.2,2038566.6,*******,转账,****佣金（类目）{1077517634597340468}扣款,0030003|软件服务费-****佣金,账房,"1077517634597340468	",M{1077517634597340468}|S{1077517634597340468}
"321936848305440	","2020062022001114441412174069	","T200P1077628833557183147	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.64,2038557.96,*******,收费,*****支付服务费[2020062022001114441412174069];*****交易号[T200P1077628833557183147],0030038|软件服务费-*******服务费,*****商家中心,"1077628833557183147	",M{1077628833557183147}
"321210173033410	","BO2020070146846998410205	","HJCOM==3200060031==2748626789550251==1077946273450501074	",,01/07/2020 09:08,0,-47.2,2038510.76,*******,转账,****佣金（类目）{1077946273450501074}扣款,0030003|软件服务费-****佣金,账房,"1077946273450501074	",M{1077946273450501074}|S{1077946273450501074}
"321210611699410	","BO2020070146822390410205	","CAE_POINT_1078169570720595933_2_0	",,01/07/2020 09:08,0,-5.9,2038504.86,*******,转账,代扣返点积分1078169570720595933,0030001|软件服务费-****返点积分,账房,"1078169570720595933	",M{1078169570720595933}
"321210648149410	","BO2020070146696286410205	","CAE_POINT_1077628833557183147_2_0	",,01/07/2020 09:08,0,-5.4,2038499.46,*******,转账,代扣返点积分1077628833557183147,0030001|软件服务费-****返点积分,账房,"1077628833557183147	",M{1077628833557183147}
"321936423183441	","2020062022001148441408274703	","T200P606241454834792303	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2039579.46,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"606241454834792303	",M{606241454834792303}
"322578882658320	","2020062022001129321416693558	","T200P1077540033162328924	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-53.1,2039526.36,*******,收费,*****分期服务费[2020062022001129321416693558],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077540033162328924	",M{1077540033162328924}
"322472324865700	","2020062022001160701445022191	","T200P1077476480012019241	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-9.44,2039516.92,*******,收费,信用卡支付服务费[2020062022001160701445022191];*****交易号[T200P1077476480012019241],0030038|软件服务费-*******服务费,*****商家中心,"1077476480012019241	",M{1077476480012019241}
"322424194655980	","2020062022001131981421676450	","T200P1078244451194005993	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-7.27,2039509.65,*******,收费,信用卡支付服务费[2020062022001131981421676450];*****交易号[T200P1078244451194005993],0030038|软件服务费-*******服务费,*****商家中心,"1078244451194005993	",M{1078244451194005993}
"321539811831670	","2020062022001122671421597087	","T200P1078208003689662651	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.04,2039501.61,*******,收费,*****支付服务费[2020062022001122671421597087];*****交易号[T200P1078208003689662651],0030038|软件服务费-*******服务费,*****商家中心,"1078208003689662651	",M{1078208003689662651}
"321210452705410	","BO2020070146679741410205	","CAE_POINT_1077540033162328924_2_0	",,01/07/2020 09:08,0,-5.9,2039495.71,*******,转账,代扣返点积分1077540033162328924,0030001|软件服务费-****返点积分,账房,"1077540033162328924	",M{1077540033162328924}
"321211407767410	","BO2020070146845687410205	","CAE_POINT_1077476480012019241_2_0	",,01/07/2020 09:08,0,-5.9,2039489.81,*******,转账,代扣返点积分1077476480012019241,0030001|软件服务费-****返点积分,账房,"1077476480012019241	",M{1077476480012019241}
"321209800229410	","BO2020070146913237410205	","HJCOM==3200060031==2748643606650251==1077540033162328924	",,01/07/2020 09:08,0,-47.2,2039442.61,*******,转账,****佣金（类目）{1077540033162328924}扣款,0030003|软件服务费-****佣金,账房,"1077540033162328924	",M{1077540033162328924}|S{1077540033162328924}
"321209334514410	","BO2020070146752340410205	","CAE_POINT_1078244451194005993_2_0	",,01/07/2020 09:08,0,-5.4,2039437.21,*******,转账,代扣返点积分1078244451194005993,0030001|软件服务费-****返点积分,账房,"1078244451194005993	",M{1078244451194005993}
"321025589159220	","2020062022001173221422234328	","T200P1077516128551808686	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.72,2039428.49,*******,收费,*****支付服务费[2020062022001173221422234328];*****交易号[T200P1077516128551808686],0030038|软件服务费-*******服务费,*****商家中心,"1077516128551808686	",M{1077516128551808686}
"321210384487410	","BO2020070146921864410205	","CAE_POINT_1078208003689662651_2_0	",,01/07/2020 09:08,0,-5.9,2039422.59,*******,转账,代扣返点积分1078208003689662651,0030001|软件服务费-****返点积分,账房,"1078208003689662651	",M{1078208003689662651}
"321745912133730	","2020062022001180731421016100	","T200P1077508897035315337	",【*****】【*****】************************精华露*************,01/07/2020 09:08,0,-8.35,2039414.24,*******,收费,*****支付服务费[2020062022001180731421016100];*****交易号[T200P1077508897035315337],0030038|软件服务费-*******服务费,*****商家中心,"1077508897035315337	",M{1077508897035315337}
"321210439056410	","BO2020070146782413410205	","HJCOM==3200060031==2748639822910251==1078169570720595933	",,01/07/2020 09:08,0,-47.2,2039367.04,*******,转账,****佣金（类目）{1078169570720595933}扣款,0030003|软件服务费-****佣金,账房,"1078169570720595933	",M{1078169570720595933}|S{1078169570720595933}
"321211326482410	","BO2020070146795016410205	","CAE_POINT_1077516128551808686_2_0	",,01/07/2020 09:08,0,-5.9,2039361.14,*******,转账,代扣返点积分1077516128551808686,0030001|软件服务费-****返点积分,账房,"1077516128551808686	",M{1077516128551808686}
"321211029174410	","BO2020070146753834410205	","CAE_POINT_1077508897035315337_2_0	",,01/07/2020 09:08,0,-5.4,2039355.74,*******,转账,代扣返点积分1077508897035315337,0030001|软件服务费-****返点积分,账房,"1077508897035315337	",M{1077508897035315337}
"321211317562410	","BO2020070146990423410205	","CAE_POINT_1077477729006148117_2_0	",,01/07/2020 09:08,0,-5.9,2039349.84,*******,转账,代扣返点积分1077477729006148117,0030001|软件服务费-****返点积分,账房,"1077477729006148117	",M{1077477729006148117}
"321210392951410	","BO2020070146834956410205	","HJCOM==3200060031==2748632761470251==1077476480012019241	",,01/07/2020 09:08,0,-47.2,2039302.64,*******,转账,****佣金（类目）{1077476480012019241}扣款,0030003|软件服务费-****佣金,账房,"1077476480012019241	",M{1077476480012019241}|S{1077476480012019241}
"322284895603260	","2020062022001150261422218963	","T200P1077705536275006156	",【*****】*****/**********面部精华 ****************精华露 傲娇修护 维稳,01/07/2020 09:08,0,-9.42,2039293.22,*******,收费,*****支付服务费[2020062022001150261422218963];*****交易号[T200P1077705536275006156],0030038|软件服务费-*******服务费,*****商家中心,"1077705536275006156	",M{1077705536275006156}
"321209890436410	","BO2020070146909688410205	","HJCOM==3200060031==2748642012850251==1078208003689662651	",,01/07/2020 09:08,0,-47.2,2039246.02,*******,转账,****佣金（类目）{1078208003689662651}扣款,0030003|软件服务费-****佣金,账房,"1078208003689662651	",M{1078208003689662651}|S{1078208003689662651}
"321210302196410	","BO2020070146986711410205	","HJCOM==3200060031==2748644900080251==1078244451194005993	",,01/07/2020 09:08,0,-43.2,2039202.82,*******,转账,****佣金（类目）{1078244451194005993}扣款,0030003|软件服务费-****佣金,账房,"1078244451194005993	",M{1078244451194005993}|S{1078244451194005993}
"321211326488410	","BO2020070146823527410205	","CAE_POINT_1077705536275006156_2_0	",,01/07/2020 09:08,0,-5.9,2039196.92,*******,转账,代扣返点积分1077705536275006156,0030001|软件服务费-****返点积分,账房,"1077705536275006156	",M{1077705536275006156}
"321210188671410	","BO2020070146692533410205	","CAE_POINT_606241454834792303_2_0	",,01/07/2020 09:08,0,-5.4,2039191.52,*******,转账,代扣返点积分606241454834792303,0030001|软件服务费-****返点积分,账房,"606241454834792303	",M{606241454834792303}
"321210621179410	","BO2020070146779623410205	","HJCOM==3200060031==2748640717570251==1077508897035315337	",,01/07/2020 09:08,0,-43.2,2039148.32,*******,转账,****佣金（类目）{1077508897035315337}扣款,0030003|软件服务费-****佣金,账房,"1077508897035315337	",M{1077508897035315337}|S{1077508897035315337}
"321210271474410	","BO2020070146830763410205	","HJCOM==3200060031==2748642410930251==1077516128551808686	",,01/07/2020 09:08,0,-47.2,2039101.12,*******,转账,****佣金（类目）{1077516128551808686}扣款,0030003|软件服务费-****佣金,账房,"1077516128551808686	",M{1077516128551808686}|S{1077516128551808686}
"323146681859631	","2020062022001166631415143425	","T200P1077023712030314653	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2040281.12,*******,交易付款,*****分期交易号[2020062022001166631415143425],0010001|交易收款-交易收款,商家中心,"1077023712030314653	",M{1077023712030314653}
"322414020952130	","2020062022001167131410269533	","T200P1077145024147822018	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-52.65,2040228.47,*******,收费,*****分期服务费[2020062022001167131410269533],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077145024147822018	",M{1077145024147822018}
"321211690144410	","BO2020070146715055410205	","CAE_POINT_1077145024147822018_2_0	",,01/07/2020 09:08,0,-5.85,2040222.62,*******,转账,代扣返点积分1077145024147822018,0030001|软件服务费-****返点积分,账房,"1077145024147822018	",M{1077145024147822018}
"321211760471410	","BO2020070146770953410205	","HJCOM==3200060031==2748640817070251==1077705536275006156	",,01/07/2020 09:08,0,-47.2,2040175.42,*******,转账,****佣金（类目）{1077705536275006156}扣款,0030003|软件服务费-****佣金,账房,"1077705536275006156	",M{1077705536275006156}|S{1077705536275006156}
"322318176456201	","2020062022001190201451651011	","T200P1078165953743006787	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1080,0,2041255.42,*******,交易付款,*****分期交易号[2020062022001190201451651011],0010001|交易收款-交易收款,商家中心,"1078165953743006787	",M{1078165953743006787}
"321134171543810	","2020062022001144811421428359	","T200P1077759008578856506	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-9.44,2041245.98,*******,收费,信用卡支付服务费[2020062022001144811421428359];*****交易号[T200P1077759008578856506],0030038|软件服务费-*******服务费,*****商家中心,"1077759008578856506	",M{1077759008578856506}
"321026805711220	","2020062022001148221416680185	","T200P1077595202407187581	",【*****】【*****】************************精华露*************,01/07/2020 09:08,0,-48.6,2041197.38,*******,收费,*****分期服务费[2020062022001148221416680185],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077595202407187581	",M{1077595202407187581}
"322327266640070	","2020062022001158071409671631	","T200P1076888224513107672	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.64,2041188.74,*******,收费,信用卡支付服务费[2020062022001158071409671631];*****交易号[T200P1076888224513107672],0030038|软件服务费-*******服务费,*****商家中心,"1076888224513107672	",M{1076888224513107672}
"321210253076410	","BO2020070146860217410205	","CAE_POINT_1077759008578856506_2_0	",,01/07/2020 09:08,0,-5.9,2041182.84,*******,转账,代扣返点积分1077759008578856506,0030001|软件服务费-****返点积分,账房,"1077759008578856506	",M{1077759008578856506}
"321210851914410	","BO2020070146773777410205	","CAE_POINT_1077595202407187581_2_0	",,01/07/2020 09:08,0,-5.4,2041177.44,*******,转账,代扣返点积分1077595202407187581,0030001|软件服务费-****返点积分,账房,"1077595202407187581	",M{1077595202407187581}
"321211884195410	","BO2020070146743730410205	","CAE_POINT_1076888224513107672_2_0	",,01/07/2020 09:08,0,-5.4,2041172.04,*******,转账,代扣返点积分1076888224513107672,0030001|软件服务费-****返点积分,账房,"1076888224513107672	",M{1076888224513107672}
"324546677369621	","2020062022001184621421217495	","T200P1077679299315320990	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,1180,0,2042352.04,*******,交易付款,,0010001|交易收款-交易收款,商家中心,"1077679299315320990	",M{1077679299315320990}
"321210642357410	","BO2020070147000610410205	","HJCOM==3200060031==2748631766290251==1077145024147822018	",,01/07/2020 09:08,0,-46.8,2042305.24,*******,转账,****佣金（类目）{1077145024147822018}扣款,0030003|软件服务费-****佣金,账房,"1077145024147822018	",M{1077145024147822018}|S{1077145024147822018}
"323146567281630	","2020062022001166631415143425	","T200P1077023712030314653	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-53.1,2042252.14,*******,收费,*****分期服务费[2020062022001166631415143425],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1077023712030314653	",M{1077023712030314653}
"321211046064410	","BO2020070146795018410205	","HJCOM==3200060031==2748626095780251==1077759008578856506	",,01/07/2020 09:08,0,-47.2,2042204.94,*******,转账,****佣金（类目）{1077759008578856506}扣款,0030003|软件服务费-****佣金,账房,"1077759008578856506	",M{1077759008578856506}|S{1077759008578856506}
"321211811294410	","BO2020070146934986410205	","CAE_POINT_1077943041188337384_2_0	",,01/07/2020 09:08,0,-5.9,2042199.04,*******,转账,代扣返点积分1077943041188337384,0030001|软件服务费-****返点积分,账房,"1077943041188337384	",M{1077943041188337384}
"321211038035410	","BO2020070146769599410205	","CAE_POINT_1078165953743006787_2_0	",,01/07/2020 09:08,0,-5.4,2042193.64,*******,转账,代扣返点积分1078165953743006787,0030001|软件服务费-****返点积分,账房,"1078165953743006787	",M{1078165953743006787}
"321211560101410	","BO2020070146730804410205	","CAE_POINT_1077023712030314653_2_0	",,01/07/2020 09:08,0,-5.9,2042187.74,*******,转账,代扣返点积分1077023712030314653,0030001|软件服务费-****返点积分,账房,"1077023712030314653	",M{1077023712030314653}
"322319629296200	","2020062022001190201451651011	","T200P1078165953743006787	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-48.6,2042139.14,*******,收费,*****分期服务费[2020062022001190201451651011],003003800001|软件服务费-*******服务费-*****分期,*****商家中心,"1078165953743006787	",M{1078165953743006787}
"321211150134410	","BO2020070146933014410205	","HJCOM==3200060031==2748644204750251==1076888224513107672	",,01/07/2020 09:08,0,-43.2,2042095.94,*******,转账,****佣金（类目）{1076888224513107672}扣款,0030003|软件服务费-****佣金,账房,"1076888224513107672	",M{1076888224513107672}|S{1076888224513107672}
"321210729344410	","BO2020070146867737410205	","CAE_POINT_597179556066475797_2_0	",,01/07/2020 09:08,0,-5.9,2042090.04,*******,转账,代扣返点积分597179556066475797,0030001|软件服务费-****返点积分,账房,"597179556066475797	",M{597179556066475797}
"322054122490160	","2020062022001144161415091230	","T200P1078478979866398815	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-9.36,2042080.68,*******,收费,信用卡支付服务费[2020062022001144161415091230];*****交易号[T200P1078478979866398815],0030038|软件服务费-*******服务费,*****商家中心,"1078478979866398815	",M{1078478979866398815}
"323881895451000	","2020062022001105001436898358	","T200P1078016674454282944	",【*****】【*****倒计时】************************精华露修护精华,01/07/2020 09:08,0,-8.64,2042072.04,*******,收费,*****支付服务费[2020062022001105001436898358];*****交易号[T200P1078016674454282944],0030038|软件服务费-*******服务费,*****商家中心,"1078016674454282944	",M{1078016674454282944}
"321211144570410	","BO2020070146904627410205	","CAE_POINT_1078004546882056880_2_0	",,01/07/2020 09:08,0,-5.9,2042066.14,*******,转账,代扣返点积分1078004546882056880,0030001|软件服务费-****返点积分,账房,"1078004546882056880	",M{1078004546882056880}
